alias,person_id,person_canon,status,notes
Tamme Enzy,0c3a857f-fe99-5fba-8a8b-2596b08435b0,Enzy Tamme,verified,merged: Last-First format swap or confirmed variant
Tammo Rockel,ecf4cab4-a4f2-549d-85fb-5d8528db3948,Tammo Rockel,verified,
Tania Jeliazkova,f95453fc-b49b-55df-954e-7b9f22c63f3b,Tania Jeliazkova,verified,
Tanja Abt,2a8bd1eb-9cae-57cf-8897-bc1dc6deda5d,Tanja Abt,verified,
Tanja Salaaka,ff60999a-e089-5097-8578-531f9457392b,Tanja Salakka,verified,
Tanja Salakka,ff60999a-e089-5097-8578-531f9457392b,Tanja Salakka,verified,
Tanja Salakka,ff60999a-e089-5097-8578-531f9457392b,Tanja Salakka,verified,
Tapio Karhunen,447600ec-d319-51d8-b1e2-8017e4be0811,Tapio Karhunen,verified,
Tara Ohr,b968cc7f-a28a-5766-a1c7-516fb4544baa,Tara Ohr,verified,
Tara Wolcznk,e43360bd-c76e-5964-b7ca-bc114307f494,Tara Wolczuk,verified,
Tara Wolczuk,e43360bd-c76e-5964-b7ca-bc114307f494,Tara Wolczuk,verified,
Tara Wolczuk,e43360bd-c76e-5964-b7ca-bc114307f494,Tara Wolczuk,verified,
Tara Wolczuk Omaha,e43360bd-c76e-5964-b7ca-bc114307f494,Tara Wolczuk,verified,
Taylor Chaintreuil,710b4df3-9c7b-5e3d-ba3a-2aa2dbcc1a38,Taylor Chaintreuil,verified,
Tazio Choun,9ad8336c-e4e6-5df9-8864-bc59fda6d008,Tazio Choun,verified,
Ted Fristsch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Ted Fritch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Ted Fritsch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Ted Fritxch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Ted Martin,3d1b24de-41bd-56eb-86b8-8afb919a63b5,Ted Martin,verified,
Teemu Ahlfors,07d6a45a-d9ce-5003-a788-a09bc63a4cd6,Teemu Ahlfors,verified,
Tellenbach,ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,,
Teresa (Tree) Rogerson,9d1fb67e-95b2-528d-879e-70f0a83a7c15,Teresa Rogerson,VERIFIED,merge:3cf12698-152a-58d4-b711-b1e0fb82d851; auto
Teresa Rogerson,9d1fb67e-95b2-528d-879e-70f0a83a7c15,Teresa Rogerson,verified,
Tetsu Hiruta,3b55186c-39d3-5448-afe6-571dddcf97ba,Tetsu Hiruta,verified,
The Enforcer Kenny Schultz,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,"Kenneth ""Kenny"" Shults",verified,
The Stick,8f420eba-d663-5f06-b0f4-b62bf7550f80,John Stalberger,verified,nickname — John Stalberger (co-inventor of footbag)
Theo Batiste,65ffc472-c893-55db-b7b6-0f920e5eb25a,Théo Batiste,verified,
Théo Batiste,65ffc472-c893-55db-b7b6-0f920e5eb25a,Théo Batiste,verified,
Theodore Fritsch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Theodore J Fritsch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Theodore J. Fritsch,738cbf71-ad21-598f-a5b3-afdb8bdf543d,Theodore Fritsch,verified,
Thibault Rehn,157f3e7c-c772-5ab1-adf9-e607ccca17b2,Thibault Rehn,verified,
Thierry Gonelle,6d4923a2-4d17-5b46-bc63-2c756889a455,Thierry Gonelle,verified,
Thomas Bergamasco,c0bc24e3-dd5f-5ad7-8570-77d685dd5638,Thomas Bergamasco,verified,
Thomas Didomenico,d0a40b46-1161-5116-b2f1-8290f72f561a,Thomas Didomenico,verified,
Thomas Foerster,16209b8e-9f70-5a0c-afb5-1ac2173a7140,Thomas Foerster,verified,
Thomas Loria,7f67bd53-c270-56ad-9879-0de25cf75825,Thomas Loria,verified,
Thomas Sustrac,a0bcdd4a-2d77-522f-8f5c-b74c30ade8d2,Thomas Sustrac,verified,
Thomas Sustrac Augustin Tiffou,a0bcdd4a-2d77-522f-8f5c-b74c30ade8d2,Thomas Sustrac,verified,quarantine_split:redirect_from_concat
Thomas Whitworth,05e4717a-ad04-55b2-8739-64f00dd7be9a,Thomas Whitworth,verified,
Thomas Yard,5fef7122-d1a5-502a-9afd-fc2a459ee022,Thomas Yard,verified,
Thorsten K.,a1656d84-77f3-5b7b-92e9-5e2b61faac39,Thorsten Künzel,verified,gate4:identified
Thygesen Lise,43e31230-b102-5a58-a636-9da126870284,Lise Thygesen,verified,merged: Last-First format swap or confirmed variant
Tikhomirova Yulia,0b73f6bd-2b2a-57ef-8de6-853138d11297,Yulia Tikhomirova,verified,reversed-name merge
Tillman Witzlar,c6b96563-9dee-56d2-8e9b-389ea9618ad5,Tillmann Witzler,verified,
Tillmann Witzler,c6b96563-9dee-56d2-8e9b-389ea9618ad5,Tillmann Witzler,verified,
Tim H.,531ec95f-021b-55bd-ba97-071caac25dfd,Tim Heun,verified,gate4:identified
Tim Melnyck,e2ab463f-b112-5fdb-8d33-f9880800f358,Tim Melnyck,verified,
Tim Melnyk,e2ab463f-b112-5fdb-8d33-f9880800f358,Tim Melnyk,verified,
Tim Tucker,22b351a0-b875-5d6a-b91e-519074f988a8,Tim Tucker,verified,
Tim Vozar,aea29c23-9cfe-5025-8ff4-ad3341304468,Tim Vozar,verified,
Tim Vozar,aea29c23-9cfe-5025-8ff4-ad3341304468,Tim Vozar,verified,
Tim Vozar Houston,aea29c23-9cfe-5025-8ff4-ad3341304468,Tim Vozar,verified,
Tim Werner,b05f275c-96dd-51b0-a5e8-212a53f1f6c1,Tim Werner,verified,
Tim Werner ---,b05f275c-96dd-51b0-a5e8-212a53f1f6c1,Tim Werner,verified,
Timo Aarnio,5e7aee36-aee8-5e0f-8ba5-3e955de284f3,Timo Aarnio,verified,
Timo Vorne,5d0a7015-9291-561a-aad6-a1ac57d3454d,Timo Vorne,verified,
Timothée Lerolle,2e6b40de-1e08-5d2a-91ea-4f99977d294f,Timothée Lerolle,verified,quarantine_split:existing_person
Timothée Lerolle Barthélémy Meridjen,2e6b40de-1e08-5d2a-91ea-4f99977d294f,Timothée Lerolle,verified,quarantine_split:redirect_from_concat
Tina Aeberli,6c84f5b5-7da4-5b72-bdd7-453421a3c3d8,Tina Aeberli,verified,
Tina Aeberli,6c84f5b5-7da4-5b72-bdd7-453421a3c3d8,Tina Aeberli,verified,
Tina Aeberli Whirlwind,6c84f5b5-7da4-5b72-bdd7-453421a3c3d8,Tina Aeberli,verified,
Tina Lewis,54e16a85-0204-5ef1-aa92-a09c9af8ae1c,Tina Lewis,verified,
Tina Lewis,54e16a85-0204-5ef1-aa92-a09c9af8ae1c,Tina Lewis,verified,
Tina Lewis Austin,54e16a85-0204-5ef1-aa92-a09c9af8ae1c,Tina Lewis,verified,
Tino Holzman,8eecbc3c-d682-5125-96f0-6d25a4831ad0,Tino Holzmann,verified,
Tino Holzmann,8eecbc3c-d682-5125-96f0-6d25a4831ad0,Tino Holzmann,verified,
Tino Holzmann,8eecbc3c-d682-5125-96f0-6d25a4831ad0,Tino Holzmann,verified,
TJ Boutorwick,4120a537-80b0-5a89-a0b2-b24a4cf4550a,T.J. Boutorwick,verified,
Tobias Larsen,7c17dac5-be0b-5fc2-a537-2c8d02be9019,Tobias Larsen,verified,
Toby Robinson,6be990dc-a556-51ae-b2f1-78d9b38c1d8e,Toby Robinson,verified,
Todd Squires,dbb133f8-699a-53d9-b8b3-5e92751e8644,Todd Squires,verified,
Tom Jenkins,61463c7c-13d0-5727-bd8c-31cfba8c0f40,Tom Jenkins,verified,
Tom Kotsakos,5dd45023-8247-57f7-be12-df4702a96951,Tom Kotsakos,verified,
Tom Sustrac,0655a4b0-ee2c-5485-b7db-0ca8f6beaf0a,Tom Sustrac,verified,
Tom Whitworth,48dc56d4-b77a-551c-a465-46993ebf06b6,Tom Whitworth,verified,
Tomas Beriashvili,a817022b-896d-56d0-bec6-bdd7899001ef,Tomas Beriashvilli,verified,
Tomas Beriashvilli,a817022b-896d-56d0-bec6-bdd7899001ef,Tomas Beriashvilli,verified,
Tomas Konecny,8d376e28-be86-516e-9b65-b313e8085989,Tomas Konecny,verified,
Tomas Ostrowski,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,verified,
Tomas ostrowski,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,verified,
Tomas Solc,a9a940f8-ea34-598b-a8a7-b64548c7c5c9,Tomas Solc,verified,
TOMAS TUCEK,511f8154-a9df-5bbd-8375-1164c1e266e2,Tomas Tucek,verified,
Tomas Tucek,511f8154-a9df-5bbd-8375-1164c1e266e2,Tomas Tucek,verified,
Tomas Tyrpekl,97b4db80-0f51-5701-9dc2-aba083758a58,Tomas Tyrpekl,verified,
TOMAS ZEMAN,1cfc9274-37e6-5b1b-9915-18619abc8b08,TOMAS ZEMAN,verified,
Tomasz Kocio?kowski,b073c3b7-95e2-5b0b-b66c-4f86649fd5d4,Tomasz Kocio?kowski,verified,
Tomasz Ostrowski,7921325b-8eab-5f32-aaa9-38578c2760bc,Tomas Ostrowski,verified,
Tommy Carls,2e1caa5f-1d20-5c6d-9fb8-6e7cbf24dc41,Tommy Carls,verified,
Tompos Zoltan,55054239-3566-5580-9a9f-7a893e3442a0,Tompos Zoltán,verified,
Tompos Zoltán,55054239-3566-5580-9a9f-7a893e3442a0,Tompos Zoltán,verified,
Toni L.,239f6d2d-326e-5965-9629-28e910ed359f,Toni L.,verified,stub:abbreviated_name
Toni Paakkonen,98945320-03c6-5cb1-8dbd-886ce1019bb9,Toni Pääkkönen,verified,
Toni Pääkkönen,98945320-03c6-5cb1-8dbd-886ce1019bb9,Toni Pääkkönen,verified,
Tony Piri,5e21d219-9fe4-5732-9173-2f3be144b7cf,Toni Piri,verified,anglicized spelling — Finnish player
Tony Ritz,68096dad-ee3a-5325-9083-13e66c962bd3,Tony Ritz,verified,
Tony Whitney,6c5ddac5-178d-56b9-a514-ee66d1b24a16,Tony Whitney,verified,
Torben Hansen,f38e2f8e-cba6-5fff-8b20-90791fd0d794,Torbin Wigger,verified,FBW mis-attribution — same person as Torbin Wigger (HOF 1999 Denmark)
Torben Wigger,f38e2f8e-cba6-5fff-8b20-90791fd0d794,Torbin Wigger,verified,
Torbin Wigge,f38e2f8e-cba6-5fff-8b20-90791fd0d794,Torbin Wigger,verified,source spelling variant in FBW_10_2 and FBW_11 European Championships
Torbin Wigger,f38e2f8e-cba6-5fff-8b20-90791fd0d794,Torbin Wigger,verified,
Torsten Kuenzel,10d47e03-3a3a-5b84-a4d7-66ed9ad14212,Torsten Künzel,verified,
Torsten Künzel,10d47e03-3a3a-5b84-a4d7-66ed9ad14212,Torsten Künzel,verified,
Tre L.,eed84f3b-135b-5604-b3ab-954258ad3ba5,Tre L.,verified,stub:abbreviated_name
Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,verified,
Tricia George -,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,verified,
Trung Nguyen,9e8e478b-e5e2-5f7a-95dc-5d14a949d174,Trung Nguyen,verified,
Tu Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan Disco Ninja Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan Disco Ninja Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan DiscoNinja Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan Vu,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuan Vu*,28565dd0-2196-5404-bf23-6cf0617ce79b,Tuan Vu,verified,
Tuomas Kärki,e7937047-c7f1-5739-bb84-aceb23c17dd7,Tuomas Karki,verified,
Tuomas Karki,e7937047-c7f1-5739-bb84-aceb23c17dd7,Tuomas Karki,verified,
Tuomas Krki,e7937047-c7f1-5739-bb84-aceb23c17dd7,Tuomas Karki,verified,encoding_corruption
Tuomas Riisalo,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Riisalo,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Riisalo ?,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Riisalo Finland,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Riisalo Gauntlet,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Riissalo,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuomas Risalo,171e6321-c025-5483-af9d-c92b2ee04806,Tuomas Riisalo,verified,
Tuukka Antikainen,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,verified,
Tuukka Antikainen ?,dfd9c592-0f50-582b-8e8c-fcb60d9c2bb8,Tuukka Antikainen,verified,
Ugo Montironi,5c103cca-ceb2-58e0-9152-a384f5572e0d,Ugo Montironi,verified,
Uli Haase,0354318e-9155-5e89-85c4-058a9dcf310a,Uli Haase,verified,
Ulli Cazato,6cf992d3-bd66-551e-9c08-82136518bd03,Ulli Cazzaro,verified,
Ulli Cazzaro,6cf992d3-bd66-551e-9c08-82136518bd03,Ulli Cazzaro,verified,
Ulli Haase,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ulli Haase,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ulli Hase,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ulli Hasse,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ulli Hasse,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ullrich Haase,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Ulrich Haase,0354318e-9155-5e89-85c4-058a9dcf310a,Ullrich Haase,verified,
Uve Poom,836b9872-cfbb-5052-a3a7-911eef554bd0,Uve Poom,verified,
V Bradley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,stale_id_recovery
V. Bradley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,abbreviated_first_name
Va?ek Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Vá?ka Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Vaclav Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Václav Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Václav Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Václav Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Vaclav Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Va�ek Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Valeria Davidson,77d78830-84f5-520d-99d7-105a2b455eb3,Valeria Davidson,verified,
Vanda Molnar,99ab65f2-3dd1-5e1e-a615-ac603df48046,Vanda Molnar,verified,
Vasek Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Vasik Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Va¨ek Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Va¹ek Klouda,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,verified,
Veluire Lionel,99f8f795-df84-5f76-a00c-935658d2914e,Lionel Veluire,verified,merged: Last-First format swap or confirmed variant
Vera Dabeare,6e1597a1-80f5-547f-9ed8-65467be6d550,Vera DeBaere,verified,
Vera De Baere,6e1597a1-80f5-547f-9ed8-65467be6d550,Vera DeBaere,verified,
Vera DeBaere,6e1597a1-80f5-547f-9ed8-65467be6d550,Vera DeBaere,verified,
Vera DeBaere,6e1597a1-80f5-547f-9ed8-65467be6d550,Vera DeBaere,verified,
Verena Leneis,205ca842-1055-506b-8c48-118afc6ae681,Verena Lenneis,verified,
Verena Lennais,205ca842-1055-506b-8c48-118afc6ae681,Verena Lenneis,verified,
Verena Lenneis,205ca842-1055-506b-8c48-118afc6ae681,Verena Lenneis,verified,
Verena Lenneis,205ca842-1055-506b-8c48-118afc6ae681,Verena Lenneis,verified,
Vesa Ruuskaanen,b6a71d11-bab9-59b1-b716-117ed2dc36c0,Vesa Ruuskaanen,verified,
Vesa Ruuskanen,b6a71d11-bab9-59b1-b716-117ed2dc36c0,Vesa Ruuskaanen,verified,
Vesa Ruuskanen,b6a71d11-bab9-59b1-b716-117ed2dc36c0,Vesa Ruuskaanen,verified,
Victor Lezama,2cfacf64-c589-5b3a-bf00-d42be8c82c8e,Victor Lezama,verified,
Víctor Lezama,2cfacf64-c589-5b3a-bf00-d42be8c82c8e,Victor Lezama,verified,
Viktor Kirchner,897f89db-a4cb-5f5b-acf8-a33a5842ed11,Viktor Kirchner,verified,
Viktor Kratochvil,6dd82a33-917c-5182-8265-7d6e792a8747,Viktor Kratochvíl,verified,
Viktor Kratochvíl,6dd82a33-917c-5182-8265-7d6e792a8747,Viktor Kratochvíl,verified,
Ville Laakso,7444ebf8-86b3-5daf-b170-aebb4f0c8dbf,Ville Laasko,verified,
Ville Laakso,7444ebf8-86b3-5daf-b170-aebb4f0c8dbf,Ville Laasko,verified,
Ville Laasko,7444ebf8-86b3-5daf-b170-aebb4f0c8dbf,Ville Laasko,verified,
Vince Bradley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,
Vince Brandley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,
Vince Pontarelli,f2337ab9-c4e7-5eca-8cc1-f3a69a53c979,Vince Pontarelli,verified,
Vincent Bradley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,
Vincent Bradley,690c1f75-80d2-5cb6-ac67-a793f59e90fb,Vincent Bradley,verified,
Vincent Rousseau,b5c82731-ff37-5170-86a5-f744afe4d154,Vincent Rousseau,verified,
Vlad Eskenasy,ace0f85a-fff5-5fc2-b175-bea0fc903043,Vlad Eskenasy,verified,
Vojt?ch Kr?ta,7c99bfb8-0652-5fed-bb7b-2f879eba6f53,Vojta Polak,verified,
Vojta Polak,7c99bfb8-0652-5fed-bb7b-2f879eba6f53,Vojta Polak,verified,
Vojta Polák,7c99bfb8-0652-5fed-bb7b-2f879eba6f53,Vojta Polak,verified,
Vojta Pol�k,7c99bfb8-0652-5fed-bb7b-2f879eba6f53,Vojta Polak,verified,
Vojt�ch Kr�ta,7c99bfb8-0652-5fed-bb7b-2f879eba6f53,Vojta Polak,verified,
Voss Simon,04253241-2763-57c5-a946-fa08f4b8d8e0,Simon Voss,verified,merged: Last-First format swap or confirmed variant
Wagner Jakob,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,verified,merged: Last-First format swap or confirmed variant
Wally Victory,6008126d-4385-5973-bf29-56f0563088f6,Wally Victory,verified,
Wally Victory -,6008126d-4385-5973-bf29-56f0563088f6,Wally Victory,verified,
Walt Houston,c6704eb0-91e0-538b-8806-9a43b16e91cb,Walt Houston,verified,
Weber Honza,ac1ba46f-f0b2-522d-839c-6b342f20719f,Weber Honza,verified,
Weber Jan,1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,verified,merged: Last-First format swap or confirmed variant
Wendy Parsons,6b23f3f0-9005-5d90-89d6-9f3872522306,Wendy Parsons,verified,
Westyn Cleaver,9ef45f8f-2977-57f2-a58c-3c9f756bb6c3,Westyn Cleaver,verified,
Wikor Debski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor D?bski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor D?bski-,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor D?bski.,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor Dbski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,encoding_corruption
Wiktor Debski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor Debski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor Dêbski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor Dębski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,
Wiktor Debski Wojciech Jamski,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,quarantine_split:redirect_from_concat
Wiktor Debski Yves Kreil,c917c04b-83fa-5c1a-8f2c-292f24db5616,Wiktor Debski,verified,quarantine_split:redirect_from_concat
Wilder Zambrano,e05dee56-e313-5664-aa3d-493f1351e0cd,Wilder Zambrano,verified,
Wilfid Vincendeau,d9e7e9d3-e3fd-5939-a7eb-a937552d1b6b,Wilfried Vincendeau,verified,
Wilfrid Vincendeau,d9e7e9d3-e3fd-5939-a7eb-a937552d1b6b,Wilfried Vincendeau,verified,
Wilfrid Vincendeau,d9e7e9d3-e3fd-5939-a7eb-a937552d1b6b,Wilfried Vincendeau,verified,
Wilfried Vincendeau,d9e7e9d3-e3fd-5939-a7eb-a937552d1b6b,Wilfried Vincendeau,verified,
Wilk Mariusz,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,verified,merged: Last-First format swap or confirmed variant
Will Digges,457cdaa2-3ec3-5aed-b340-708420125d7c,Will Digges,verified,
Wladiuska Pacheco,719e635e-65c0-5f2b-bbae-a483b0a2a6c2,Wladiuska Pacheco Castro,verified,
Wladiuska Pacheco Castro,719e635e-65c0-5f2b-bbae-a483b0a2a6c2,Wladiuska Pacheco Castro,verified,
Wociech Jamski,5f18c8da-8246-59ef-a93b-c4e261e9c832,Wojciech Chester Jamski,verified,
Wojciech Chester Jamski,5f18c8da-8246-59ef-a93b-c4e261e9c832,Wojciech Chester Jamski,verified,
Wojciech Ignaczak,56ecef47-5ea7-5d81-8de8-3efb1e66c81b,Wojciech Ignaczak,verified,
Wojciech Jamski,2fe08509-fcb3-5ecd-8828-40411bc4a036,Wojciech Jamski,verified,
Wojciech Jamski Poland,5f18c8da-8246-59ef-a93b-c4e261e9c832,Wojciech Chester Jamski,verified,
Wojciech Popow,b5f711d3-60ac-5f4c-b552-be1aab57c93c,Wojciech Popow,verified,
Wojtasiuk Dorota,7a8c8b83-9ae8-5b65-8f1f-6923058cc237,Dorota Wojtasiuk,verified,merged: Last-First format swap or confirmed variant
Wojtek Ignaczak,0c38b19f-43e0-57ab-9f24-a19fdfeefabb,Wojtek Ignaczak,verified,
Wojtek Jamski,f6824998-743f-55b0-9d1b-e8749f9bb3d3,Wojtek Jamski,verified,
Worek Jakub,0da84e00-c9f5-5d23-82b6-9ec1e759c74c,Jakub Worek,verified,reversed-name merge
Xavier Allain,11edf8a8-6c2f-5905-961b-9d292e6295c7,Xavier Allain,verified,
Xavier Lancret,94f7127f-d01d-56c1-92bd-70e334487986,Xavier Lancret,verified,
Y Archambault,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,stale_id_recovery
Y. Archambault,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,stale_id_recovery
Yacine Merzouk,97d60d0e-3503-5814-8b1d-3fe6bb6bff86,Yacine Merzuok,verified,
Yacine Merzouk,97d60d0e-3503-5814-8b1d-3fe6bb6bff86,Yacine Merzuok,verified,
Yacine Merzuok,97d60d0e-3503-5814-8b1d-3fe6bb6bff86,Yacine Merzuok,verified,
Yalis Iasenzaniro,5d195515-f800-54f3-988d-9f37bc7d8fb4,Yalis Iasenzaniro,verified,
Yana Buduykina,bff396e6-412c-5afd-8b67-0c6c5bef9f2e,Yana Budyukina,verified,
Yana Budyukina,bff396e6-412c-5afd-8b67-0c6c5bef9f2e,Yana Budyukina,verified,
Yannik Rockel,13eafab7-f171-5550-822e-7a09d0fb031b,Yannik Rockel,verified,
Yas Sin Khateeb,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Katheeb,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Katheeb,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Khateeb,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Khateeb,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Khateeb ????,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,
Yassin Khateeb Chris Löw,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,quarantine_split:redirect_from_concat
Yassin Khateeb Markus Portenkirchner,4f12fea1-3237-5a49-bc94-31fd3e10d91c,Yassin Khateeb,verified,quarantine_split:redirect_from_concat
Yeison Alzate,b6f808c7-3271-538c-b5df-36c2781dc89d,Yeison Alzate Marulanda,verified,short-form name variant appearing in mirror results
YEISON ALZATE,b6f808c7-3271-538c-b5df-36c2781dc89d,Yeison Alzate Marulanda,verified,all-caps source name variant appearing in mirror results
Yo Kelley,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yo Kelley,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yo Kelly,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yoga Kichigin,56cebb12-f263-584e-ad0b-1b8fe05c4936,Evgeniy Yoga Kichigin,verified,
Yosarian Kelly,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yossarian Kelley,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yossarian Kelly,6190f6f2-cb6d-55d2-8e57-d3933f2de09a,Yossarian Kelley,verified,
Yosshi Yamamoto,ec76819c-889e-5732-9cd0-9d956128d421,Yoshihito Yamamoto,verified,spelling variant
Yulia Tikhomirova,0b73f6bd-2b2a-57ef-8de6-853138d11297,Yulia Tikhomirova,verified,
Yulia Tikhomirova Hannes Daniel,0b73f6bd-2b2a-57ef-8de6-853138d11297,Yulia Tikhomirova,verified,quarantine_split:redirect_from_concat
Yulia Tikhomirova Oxana Prikhodko,0b73f6bd-2b2a-57ef-8de6-853138d11297,Yulia Tikhomirova,verified,quarantine_split:redirect_from_concat
Yusuke Tomohiro,f40edbd4-ccfc-5ee5-97ac-6dd870948324,Yusuke Tomohiro,verified,
Yves Archambault,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,
Yves Archambault Andrew Morgan,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,quarantine_split:redirect_from_concat
Yves Archambault-,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,
YVES ARCHAMBAUT,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,
Yves Archamboult,691f48a0-1dbd-5ef5-99ea-13615a7437d2,Yves Archambault,verified,
